Order Date,Ship Mode,Segment,Category,Sub-Category,Quantity,Discount,Profit,Sales
2020-01-01,Second Class,Corporate,Furniture,Chairs,7.0,0.4311818543733726,4.184950022693911,233.42193955892492
2020-01-02,Same Day,Consumer,Furniture,Bookcases,4.0,0.47476031182882106,-26.07136111995957,122.19280817371924
2020-01-03,Same Day,Corporate,Furniture,Bookcases,13.0,0.07353674046451897,-44.0903534884159,509.02881511792816
2020-01-04,Standard Class,Corporate,Office Supplies,Storage,11.0,0.4632938125807472,110.4928751108165,430.68591175473205
2020-01-05,Standard Class,Home Office,Furniture,Labels,8.0,0.2460581465397691,101.77350902219519,332.56127361236156
2020-01-06,Standard Class,Corporate,Furniture,Bookcases,13.0,0.12912219414947917,86.67435317851749,510.82646947152995
2020-01-07,First Class,Corporate,Furniture,Chairs,5.0,0.22956787811913065,7.986774028993857,248.4559027100195
2020-01-08,Same Day,Consumer,Technology,Chairs,7.0,0.4900162876427385,47.726498976378664,347.6539042713336
2020-01-09,Standard Class,Home Office,Furniture,Tables,10.0,0.2463090469964348,98.61908379654326,417.31278256110085
2020-01-10,Second Class,Home Office,Technology,Bookcases,,0.1643758051437541,74.19171471479234,216.35085856546945
2020-01-11,Standard Class,Home Office,Furniture,Storage,7.0,0.3167004271583629,196.94638005372184,316.0881925306871
2020-01-12,Same Day,Corporate,Furniture,Labels,11.0,0.12007280938909654,-15.890061860816715,426.1151982626252
2020-01-13,Standard Class,Home Office,Office Supplies,Storage,11.0,0.03793166405433196,123.78613851189846,444.65632630737775
2020-01-14,Same Day,Consumer,Technology,Chairs,8.0,0.06443986095532461,51.07969202607303,447.5812627082607
2020-01-15,Standard Class,Home Office,Furniture,Storage,5.0,0.06402291947888622,57.04990373140369,231.84474087196247
2020-01-16,Second Class,Consumer,Technology,Chairs,4.0,0.07595134675614718,129.39944141454407,288.8183292597245
2020-01-17,Standard Class,Home Office,Technology,Chairs,8.0,0.06941358632470507,123.10903783109242,446.104667761884
2020-01-18,Second Class,Home Office,Office Supplies,Chairs,8.0,0.3204373724016073,197.81399842554708,361.9709370860991
2020-01-19,Second Class,Consumer,Office Supplies,Chairs,3.0,0.09094004219957241,-17.90142763646869,104.04835551454795
2020-01-20,Standard Class,Home Office,Office Supplies,Chairs,6.0,0.1728336416619316,-23.972587653958417,192.5683252236232
2020-01-21,Second Class,Home Office,Office Supplies,Tables,5.0,0.4483942049530059,131.0847042821853,200.78662374998746
2020-01-22,First Class,Home Office,Office Supplies,Storage,2.0,0.23698082013143618,94.59672925160228,146.62300744913065
2020-01-23,Standard Class,Corporate,Office Supplies,Tables,8.0,,18.540166639951465,283.0612187270577
2020-01-24,Standard Class,Consumer,Office Supplies,Tables,12.0,0.08615993560081492,-30.14515775275335,381.61901616439354
2020-01-25,Second Class,Home Office,Office Supplies,Bookcases,14.0,0.09614450940433539,-28.585437600892366,446.8575901583208
2020-01-26,Second Class,Consumer,Furniture,Bookcases,6.0,0.02043430813323943,173.54771866602957,321.75860022702
2020-01-27,Standard Class,Consumer,Technology,Bookcases,2.0,0.08446753153608227,-2.0331688203142733,124.54312947609891
2020-01-28,First Class,Consumer,Office Supplies,Labels,12.0,0.1392951695159793,30.84289052888019,410.48783597200725
2020-01-29,Second Class,Home Office,Office Supplies,Bookcases,5.0,,6.664100556747002,246.8973878851357
2020-01-30,Second Class,Home Office,Technology,Storage,1.0,0.044351266878527806,38.74907645798433,87.70007102565611
2020-01-31,Same Day,Consumer,Furniture,Tables,12.0,0.060317935550300406,-32.644039313476654,488.92973156328037
2020-02-01,First Class,Corporate,Technology,Storage,10.0,0.23038938401636289,79.76494772706758,536.7807109312135
2020-02-02,First Class,Consumer,Technology,Bookcases,6.0,0.10316685920289625,-33.09685910194628,298.74761261853996
2020-02-03,Standard Class,Corporate,Office Supplies,Labels,13.0,0.18213493052403773,150.0891269555904,532.0034801092942
2020-02-04,First Class,Consumer,Technology,Labels,,0.25170863542742844,8.428020477608257,576.4852561481986
2020-02-05,Standard Class,Consumer,Technology,Tables,9.0,0.34519741431468265,85.00297865112765,470.76493180745416
2020-02-06,Same Day,Consumer,Office Supplies,Storage,1.0,0.019656069920549468,170.01977189036455,161.98186589277643
2020-02-07,First Class,Home Office,Office Supplies,Chairs,11.0,0.3997051994545213,112.71934226179854,420.8605288338197
2020-02-08,Second Class,Corporate,Office Supplies,Storage,11.0,0.3139501947454539,83.23944663783382,412.1540885205892
2020-02-09,Same Day,Corporate,Office Supplies,Bookcases,10.0,0.040879515974435954,31.0834382788439,348.9402217920541
2020-02-10,Standard Class,Consumer,Technology,Chairs,12.0,0.4367893120533886,33.250478264549486,536.5613640349605
2020-02-11,Same Day,Home Office,Technology,Labels,12.0,0.4604362002659066,117.37173879954753,598.58263662527
2020-02-12,Standard Class,Home Office,Furniture,Tables,14.0,0.030538979927431875,198.53484030529188,634.2127508719499
2020-02-13,Same Day,Corporate,Furniture,Tables,14.0,0.13843882407360186,115.45979746234465,596.615524831505
2020-02-14,Standard Class,Home Office,Technology,Labels,14.0,0.40310063989653067,89.44585434250624,709.1616258752829
2020-02-15,First Class,Corporate,Furniture,Bookcases,3.0,0.3741298451918292,132.6626275598115,177.77229615898705
2020-02-16,Second Class,Corporate,Technology,Labels,12.0,0.09226050967818866,66.30140307092954,613.0681829414144
2020-02-17,Standard Class,Corporate,Furniture,Bookcases,7.0,0.10467466166835515,-34.9644143498037,275.21078135443054
2020-02-18,Same Day,Home Office,Office Supplies,Chairs,,0.185236051395691,90.57420396947745,213.73211448927532
2020-02-19,Standard Class,Corporate,Furniture,Labels,9.0,0.24226149259551066,189.40632112634506,399.5392246239294
2020-02-20,Standard Class,Corporate,Office Supplies,Bookcases,3.0,0.309127385765148,-6.174264410585089,93.86612332288674
2020-02-21,Standard Class,Consumer,Office Supplies,Chairs,5.0,0.1844568197848862,122.50122270516644,247.03060321968408
2020-02-22,Same Day,Corporate,Office Supplies,Labels,3.0,0.23126735806657395,0.23342216476412148,140.9915544042619
2020-02-23,Second Class,Corporate,Office Supplies,Tables,7.0,0.37373546906687827,83.95692111827032,254.76686470232326
2020-02-24,First Class,Consumer,Furniture,Labels,,0.01834160144529895,-25.830887588320095,177.7193419404726
2020-02-25,Second Class,Consumer,Technology,Storage,9.0,0.12621847217201038,62.59273406454628,486.0687487343948
2020-02-26,Standard Class,Home Office,Office Supplies,Labels,7.0,0.3566747929422762,139.04083222381152,281.14568904116555
2020-02-27,Same Day,Corporate,Furniture,Storage,2.0,0.44760341884359967,36.89288105974552,71.89276546370554
2020-02-28,Second Class,Home Office,Office Supplies,Chairs,4.0,0.25583872105783306,116.22793112180452,190.04318566085448
2020-02-29,Standard Class,Home Office,Furniture,Labels,9.0,0.2660567426326578,148.8624901974323,418.1350636823334
2020-03-01,First Class,Consumer,Furniture,Chairs,12.0,0.053586005669888026,181.79445486986316,555.4437335771785
2020-03-02,First Class,Home Office,Furniture,Chairs,14.0,0.22370618341172732,8.660520463863385,491.84832074877755
2020-03-03,First Class,Corporate,Technology,Bookcases,2.0,0.2663086332275116,49.828978952327034,156.224950091155
2020-03-04,Standard Class,Consumer,Furniture,Chairs,10.0,,-11.895996667395643,417.4259773101402
2020-03-05,Same Day,Corporate,Furniture,Chairs,9.0,0.13462161547469048,198.1208755395938,472.628716049118
2020-03-06,Second Class,Corporate,Technology,Labels,10.0,0.18864208155231132,181.75024198107383,549.2571994268095
2020-03-07,First Class,Consumer,Technology,Labels,5.0,0.010035598888863184,84.98928257013989,312.46125071723327
2020-03-08,Standard Class,Corporate,Furniture,Tables,2.0,0.16103958279158914,160.50832359410532,186.0197772133046
2020-03-09,Standard Class,Consumer,Technology,Bookcases,4.0,0.10572400349827232,80.23949431801054,271.5232346004163
2020-03-10,Second Class,Corporate,Office Supplies,Chairs,12.0,0.16374867608895732,105.89642200068994,459.94015316581084
2020-03-11,First Class,Consumer,Office Supplies,Bookcases,12.0,0.05988106590962561,-27.718891970995845,375.4689714479696
2020-03-12,Standard Class,Home Office,Technology,Storage,7.0,0.4452636403699475,138.81760512420198,391.5223496533774
2020-03-13,Second Class,Corporate,Technology,Chairs,12.0,0.29679622677702433,-18.071629091191294,560.4301708690067
2020-03-14,Same Day,Consumer,Furniture,Bookcases,13.0,0.3395511595722448,156.5169075631321,591.4197842672768
2020-03-15,Same Day,Corporate,Technology,Tables,8.0,0.39458561930366914,145.50702191759646,457.3850798249258
2020-03-16,Same Day,Corporate,Furniture,Tables,3.0,0.24922109946452864,127.1861744357441,212.45211101892957
2020-03-17,First Class,Corporate,Office Supplies,Chairs,14.0,0.043460144043711846,-40.959904868809474,446.8505657198113
2020-03-18,Second Class,Consumer,Technology,Storage,,0.2685532709092739,25.782088986332155,109.24490030630876
2020-03-19,Second Class,Home Office,Furniture,Tables,4.0,0.29342055901043956,15.778142477710716,180.74227125700136
2020-03-20,Standard Class,Home Office,Furniture,Tables,2.0,0.372719737092165,40.03410186787977,87.52331902125198
2020-03-21,Standard Class,Home Office,Office Supplies,Storage,8.0,0.2158297731148397,-28.089313309040364,282.43976543649967
2020-03-22,Standard Class,Consumer,Technology,Bookcases,4.0,0.06379015139778188,184.23945575776568,329.6987781898852
2020-03-23,Second Class,Home Office,Office Supplies,Tables,2.0,0.14188795289936224,88.45056017809407,131.17560437654117
2020-03-24,Standard Class,Consumer,Furniture,Labels,14.0,0.18154114819931755,26.38107766450588,539.4465646643363
2020-03-25,Second Class,Corporate,Furniture,Tables,,0.3229586206658006,49.24537926857086,264.25833847052064
2020-03-26,Second Class,Corporate,Technology,Bookcases,6.0,0.28538915233445594,61.80063512620892,331.62509823501057
2020-03-27,Same Day,Home Office,Furniture,Bookcases,10.0,0.17804836294892312,100.14858334015432,446.21530068780896
2020-03-28,Standard Class,Consumer,Technology,Chairs,4.0,0.49325762439648985,78.91985692412445,226.36033949127093
2020-03-29,Same Day,Corporate,Office Supplies,Labels,6.0,0.3028874096784436,179.84799330360434,323.6344031754854
2020-03-30,First Class,Consumer,Technology,Bookcases,13.0,0.11861339586799724,74.24087072645756,681.6899588211268
2020-03-31,First Class,Consumer,Technology,Storage,2.0,0.05089123631020187,198.03950370582817,237.74334004719438
2020-04-01,First Class,Corporate,Furniture,Labels,10.0,0.07642956959216601,162.85623943627394,502.61137437427004
2020-04-02,Second Class,Consumer,Furniture,Labels,12.0,0.12297886419225407,2.127628589333952,450.11544980489083
2020-04-03,Second Class,Corporate,Technology,Storage,2.0,0.08034068662977784,182.64880366097907,231.24887416644793
2020-04-04,Second Class,Corporate,Furniture,Tables,10.0,0.09328351202565288,-20.908400528630978,426.4035755277814
2020-04-05,Standard Class,Corporate,Furniture,Storage,14.0,0.14254758434692355,154.3624271227979,612.5655372188592
2020-04-06,Same Day,Consumer,Furniture,Storage,4.0,,45.155823369145025,190.95655334745308
2020-04-07,Second Class,Corporate,Technology,Tables,14.0,0.4483827123132126,169.4935801112674,706.8667410524512
2020-04-08,Same Day,Consumer,Furniture,Tables,8.0,0.040116872830821104,167.01417252686258,395.7027382335014
2020-04-09,Same Day,Corporate,Technology,Tables,14.0,0.26225569478512734,151.4813500294053,713.8198673736358
2020-04-10,Same Day,Corporate,Furniture,Tables,7.0,0.20519841349483076,147.50760907676533,347.823801217099
2020-04-11,Standard Class,Home Office,Office Supplies,Tables,12.0,0.4911893084543032,26.16978477451019,345.8546211582519
2020-04-12,Standard Class,Home Office,Furniture,Storage,9.0,0.05601945108402617,-29.770179237186955,353.82533195199596
2020-04-13,First Class,Home Office,Furniture,Chairs,14.0,0.19892779952287082,50.74504469129036,577.525285869091
2020-04-14,First Class,Consumer,Technology,Chairs,,0.48473521663768443,-6.618871253372831,340.0619191066067
2020-04-15,Same Day,Consumer,Technology,Bookcases,5.0,0.43275356294699013,123.73777222561543,323.9792082909441
2020-04-16,First Class,Corporate,Furniture,Chairs,13.0,0.40853603547463996,36.52493163444639,505.6247040403111
2020-04-17,Same Day,Corporate,Office Supplies,Chairs,2.0,0.12895141352246992,193.90255021497873,214.66774546772353
2020-04-18,Standard Class,Corporate,Furniture,Storage,5.0,0.08544379369503291,110.24301933633299,263.4204392216204
2020-04-19,Standard Class,Corporate,Furniture,Tables,8.0,0.3343216099622155,155.62014090859023,399.46841399940587
2020-04-20,Standard Class,Consumer,Office Supplies,Tables,10.0,0.4646879945637929,-16.86883181453789,273.25810662844555
2020-04-21,Second Class,Corporate,Technology,Storage,9.0,0.2783814465069649,165.50362056815564,527.7186156501115
2020-04-22,Same Day,Corporate,Furniture,Chairs,12.0,0.2858063447349499,180.68929762834858,547.2008011365499
